Unnamed: 0,tweet,target
3177,Been super maintaining control and not comfort eating toxifying my body; Rationally i know i'm just hormone cycling but the pain sucks so much will take a few wks for endorphins to replenish; Chanting and sleeping most of week .. Netflix and chill in bed .. repeat ..weee! pic.twitter.com/KthreemaSdAzrT,1
40,"Sometimes I want to apology just to make things better. I have nothing to apologize, very opposite of that, I deserve an apology. But my heart smells of loneliness and desperation...",1
966,There is a in this world that you can see it in the movement of the hands of a clock Bukowski pic.twitter.com/SMPkHUthreetwN,0
222,"Drunk and singing along to bmth, asking alexandria and of mice and men, rip my parents eardrums",0
2994,i love his smile,0
2753,If Only he loved Enuff to make me feel happy,0
29,Saturday nigjt watching this is england ninety,0
1644,NOOOO! One of my car speakers just blew out ????????????,0
2379,fuck that guy who made me feel like shit again. ????,1
2975,Who wants hot snapping?\nAdd me : rchartwenty-eight \n nudes snapsex snapchat sexting cam hot trade pics swap horny chaud pussy,0
2766,Myatt ; Smith open the batting! twelve from the first over. great start,0
1280,"'my own mistakes?' Grisk asked - well, more of a growl 'My mistakes meant that I could /learn/ from them and improve!'",0
2972,"Almost killed myself, God... -.-",1
3094,sorry if i dont reply to dms/texts iiiiii have only been talking to ry and soph bc i feel depressed so. Yeah ??????,1
738,Fighting with exboyfriend- Me: I need space. Him: Maybe if you didn't take so many meds... Me: hahahahahaha,1
1446,A UK loss to Louisville makes my heart hurt.,0
313,"So, apart from one ten minute medical appointment, I haven't seen or spoken to another person since Sunday.",1
173,"Real happiness comes from the person who you truly love the most.. seventy-one thousand, one hundred and seventeen",0
1401,No love here.... pic.twitter.com/FuvBXIPRnu,1
1411,Haven't seen the sun in weeks!! ??,1
2671,"how are you my love? love youu!! thanks for the smile, that motivates me to keep going!! so blessed to have you",0
729,Hope he gets better ?? MickeyDeadBish: Uncle Back In The Hospital,0
1792,"Personally, I do not have the ""energy"" to celebrate Christmas -___-",1
1465,"You promised you wouldn't leave, lie or hurt me. . . But now I'm stuck being all alone, waiting for you to need me again. . .",1
1950,bro why is everyone so and blacked out? i was gone for five hours and all hell broke loose,0
820,"Love you all tonight. If the holiday makes u feel or lonely and u need someone to talk to, tweet me. I'll open my inbox for you. <three",0
460,Soooooo excited for lost village,0
2811,Just woke up but want to go back two sleep.,1
3118,When you dread going to work early in the morning but you always come back home happy ; smiling goodday,0
371,I'm having trouble catching my breath.,1
464,About the friendship of to giants bound by the black dog pic.twitter.com/CVsixCRYPrKm,0
156,Starting to feel really anxious and sad and empty.,1
597,Wish I had took holidays instead of being at work,1
2028,I was not included in that tweet...,0
762,A () happens when a person has at least two weeks of mood.,0
2564,Sometimes i just want to be alone......... Forever,1
1777,I don't know why these whole things are happening to me. I feel so and . I don't know what to say to my parents too.,1
580,Premier League starts today???? it will definitely keep my mind off things.,0
372,It creeps up on you,1
1662,my whole day was spent in my p-jays its now six o'clock and only now do i have to get dressed,1
3039,"Sometimes, no matter what you do, and can swoop in, covering you like a thick storm cloud. For me, those are the times I have to wait it out, go within and draw upon the wisdom of spirit. Still, it can really suck.",1
129,On our way to Gamescomseventeen What can we expect and who will we meet? excitement,0
1726,I'm the most person whn i am at home i guess..cuz thn u huv enough time to think abt all the nonsense!!,1
2704,How do I find joy and pleasure in life again?,1
472,Why don't people listen?,1
578,"When u have a cute outfit idea, but u got too fat and can't fit in the pants ??",0
1731,"I was at my aunt's, all happy with my cousins and no music. My dad picks me up and he starts arguing with me now I need my music",0
1824,"Would love to stop crying sometime today, on my tenth cry deep sadness on top of food poisoning do not mix. miserable",1
2534,"I couldnt be with people and I didnt want to be alone.""",1
1341,I'm so angry. Like I really hate it. sucks and it's not as simple as making oneself happy???,1
171,It's weird that I get three hundredx more depressed over Christmas break every year.,1
3030,Galaxy Global Eatery is terrific! Like free stuff? Lyft gets you here FREE with code OATH,0
833,I am so damned sick of the near-zero degree temperatures we've had since Xmas eve. I just want to be warm again...,1
629,thank god this year is over tonight I hated this year so much had very bad year this year fuckd up year ????????????,1
957,I don't know why but I'm suddenly very ????,1
1359,Why doesn't Christmas last longer ???,0
1715,Deeply saddened about Carrie Fisher and Debbie Reynolds passing. My heart goes to their family and friends.,0
1378,Feeling unappreciated. I feel really crappy about myself right now.,1
1203,I always wondered your feelings on this and I'm so glad to hear it.,0
2375,"Up at fouram, angsty about not able to exercise (injury), desperate to run away on adventure .. Fucking, fuck; Black Dog's hunting",1
1262,No more Twitter for tonight... Today is officially my birthday.. and I wish I was dead... ???????? pic.twitter.com/toneTPsevenHcFJr,1
2821,Fed up now ??? why can't anything be simple an straightforward not in my life,1
3053,i love ur angry comments,0
2898,Being doesn't mean you're Lonely! is feeling alone in a with someone who can't or won't connect!,0
949,"This morning I have got my anxiety, and it was so fucking sickkkk bro pic.twitter.com/tOEuxQLIad",1
1331,"five,eight hundred and seventy-seven impressions over the last twenty-four hours. I've had an insightful pleasure enlightening you all today, I hope I have been of service. USA",0
1095,It appears that my bffs and decided to stop by today making it impossible to leave the house.,0
2957,Just did Yasso eight hundreds for the first time. Kinda fun (maybe because I only did four). Thanks,0
2674,Ur so flippin funny!!! I love it!!! burning!!!,0
131,People with depression are fourx more likely to have a heart attack,0
2216,"It doesnt help that I live on my own in a bachelor apartment the size of a storage locker. I need to find a bigger, and better apartment. ,",1
2141,"just learned that the wizard of oz was a metaphor for the monetary system in the wake of the great depression. yellow brick = gold, Oz = ounce, etc. Theres way more.",0
905,Congrats Krishna sir,0
348,I'm sorry but I don't know what DM stands for. I know a PM . But sadly not a DM. It won't create an account to find.,0
168,Have to work everyday for the rest of the year,1
1483,this year keeps getting more depressing and disappointing,1
1295,Having depression is just like hell!!! Omg pic.twitter.com/AeMNWwFdgeight,1
2645,Just had a craving for ce fiore and then I remembered it's gone forever ???,0
494,"For anyone having a bad day, I love you. It doesnt matter if anyone else out there does, know that I do. So next time you see yourself in the mirror, smile.",0
556,too soon for drinks. Ice cream and a movie read bad reviews but will the lead get another oscar???,0
2560,"So hard to fight the , especially during a chilly night with crickets singing!",1
1975,Laughter strengthens relationships. Women are more attracted to someone with the ability to make them laugh.,0
2454,Tu me haces reir. - You make me laugh. laughs friends jaja haha,0
1166,??your feelings are important ?? pic.twitter.com/POSQSHqCna,0
2719,I see you smiling through the steam of my coffee cup,0
2070,"Only difference being that now I hurt more than so, because led me to vertebral, sacral, radial fractures. GG None two thousand and sixteen.",1
2999,I dreamt my barber was sick on haircut day bro.. i lost weight in my sleep ?????? pic.twitter.com/UtaiweightJShW,0
562,i'll have my own apartment and not have to sneak alcohol into my dorm room or worry about being loud blessed,0
498,"Happy New Year!! Here's to two thousand and seventeen, believe me, it can't go any worse than two thousand and sixteen did. Yay for two thousand and seventeen! Lol.",0
3139,I'm in tears. This is so heartbreaking,1
1801,Victoria secret has a sale but my wallet is dry af'????,1
254,It's funny at night I hate sleeping but sleeping helps I just feel so dead now is there an explanation to this feeling?,1
2009,happiness is a by- product of an effort to make someone else happy. - Gretta Brooker Palmer,0
2488,one hundred and twenty-two ??????????????????????????????????? ??????????????????????????????????????????????????????????? ??????????????????????????? ?????????????????????????????????????????????? ???????????????????????? ????????????????????????????w ???????????????????????????????????? ???????????,0
1230,thirty-eight. I've realised you shouldn't be ashamed to admit you suffer from and it's best out in the open,1
2418,I feel bad no money for gifts for anyone I pay my bills money is gone,0
563,Finished gossip girl. Feeling and,0
1625,has forever changed my life blessed,0
2459,"Hope is beginning to leave my body, one step at a time.",1
2161,"I seriously need to stay off Pinterest, I want to try too many things and my bank account just wont let me ??? .",0
1780,I'm ready to jus turn my phone off ????,0
3106,"After diagnosis the following day, I was in total denial. How could I be ? Me? My ego and denial instructed me to do Reverse search of myself. (This time I was on antidepressants) At least I knew what I was doing. (But with a swollen mind)",1
1704,This thread is hilarious!!!!,0
1211,"An email that will never be sent, a message that will remain unsaid, a voice never heard again. loss sorrow Friends",1
2046,Im like lost without waterfowl hunting or bowfishing.,1
765,"forty-nine away from one,zero followers whisky whiskyfun smiles humour giggles",0
514,"and I had Chem, Anatomy, and now IB Sports together (': amazing",0
703,Is it today? It can be! to choose happiness + success over + failure pic.twitter.com/gforty-eightkuKtwovEo,0
3150,"She didn't go out with anybody. She died. It's really hard to accept sometimes. I feel lonely. I feel lost. I feel like I don't have anybody there for me anymore... who can pick up the slack, when I'm lacking. I guess that I'm glad she's not in pain. I sure miss her.",1
1779,Bless me O friends for I've burst the bubble of happiness ; replaced it with contentment.\n\nEcstasy of the unstrucksound is pure Bliss,0
2384,"Re: problems that continue to perplex us all: Say notThere is no silver bullet! (This is being only human, which is draining, and leads to ) But sayThere is no silver bullet,YET! (Acknowledges our divinity as well, is fulfilling, and gives us )",0
2403,"If I could, I would stay in bed until next Monday.",1
58,One of my best friends got engaged ????,0
93,"So close to just wondering why in feeling so ""'tis the season to be Jolly""",0
831,I'm screaming in the inside and I don't know how to make it stop pic.twitter.com/qonerzFILkWE,1
2135,Staying alone .. Meditation time ... Sufian Session ... :),0
1598,May God grant us the ability to see His unfailing love fill the earth Psalmthirty-three:five awe,0
3192,Christmas without you pic.twitter.com/IKzGhXsixZIeight,0
517,"""Me Before You"" has me crying my eyes out right now",0
1502,"You know, late night tv is thematic. Farmer's Only ads mixed in with some Asian chick in a Football jersey talking about Viagra.",0
568,Been there done that,0
1987,haven't been on Twitter all day.,1
2696,is never more cruel than when it is felt in close propinquity with someone who has ceased to communicate. Germaine Greer,1
1432,"Happy birthday, hope you have a good day!",0
94,Looks beautiful,0
1740,"The fourth day you didn't refill your medication because the price was too exorbitant, even with a coupon. returns",1
1005,"You can be discouraged by failure or you can learn from it. -- Thomas J. Watson,motivationalquote,success",0
3186,start my YouTube channel techno ayan please follow friends,0
1310,ugh im so unhappy and at war with myself,1
1959,I didnt want to wake up. I was having a much better time asleep. And thats really sad.,1
774,Lost my job three one/two months ago. Broke my back two weeks later.. bank account laughs when I need to pay bills or buy food.. Ill keep fighting this up hill battle till I cant but I need a vacation to reboot or find life!,1
359,I've literally been in the bed all day.,1
2065,"Be vewy, vewy quiet. I'm hunting my low self esteem, you wascalwy depwession you. Or, why I don't own a gun.",1
1991,One step forward multiple steps back. Still no idea what I can do about it.,1
2091,"Makeup on, comfy yet nice looking jeans and top on. Ok, we can do this.",1
452,Please please PLEASE make your jalapeo jack sandwich a regular! I LOOOVE it!!!,0
406,I literally tweeted I don't like people ate Stevenson and got more favorites on that than I do on a picture of me???,0
533,America...just a nation of two hundred million used car salesmen with all the money we need to buy guns and no qualm,0
3054,Looking for good news today...not finding any on Twitter. Bummer. depressing badnews,1
3114,I feel so attacked all the time ??,1
1397,Omg doorbell ring and I thought it was himI hate anxiety attacks,1
1620,I thought when your in relationships with someone they are suppose to help build you up not tear you down,1
1,I get to spend New Year's home again alone and lonely. ???,1
666,"is REAL... and all I wanted was a ""Drake Hug"" ????????????????????? pic.twitter.com/aEfourzsPAxzerop",0
3020,I don't want to be alone right now. Please the one man who can help me deal with this. Don't make me go through this alone. I'm already so broken.,1
86,"?????????? ten ???????? ??????????, ???????? ??????, ??????! how can I understand that shit??? why is that so fast? ????",1
1273,"Is everyone else in the world a idiot, or am I wrong THAT often?",1
723,Think too timid. I think a fifty fee for all for ETs as suggested by is way to go.,0
958,why would someone write a movie like The Fault in Our Stars? :'(,0
827,I feel like I'm just waiting for the day to be over to get to the next day so I'll be one day closer to my life changing.,1
1646,Have the most wonderful day Ian.,0
264,being all sweet and nice to a guy then realizing how he never really deserved any of it ???? story of my life,1
185,"So sick of having the same new year resolution.. To get hitch, get love and be happy..maybe will be just staying alive..",1
1413,We offer Therapy to our patients to treat and other conditions. Contact us today to learn more. pic.twitter.com/sevenAOeighty-fourRAPNY,0
2670,just got my phone confiscated for doing an anxiety test great. whelp bye again.,0
1369,All of the outside Christmas decorations are put away!,0
1589,"Keep wondering how my life could've turned out, if not shaped by certain . Feeling and .",1
2855,I feel depressed when I see Elites taking a piss on all of us then MSM telling us It's raining with a straight face,0
3042,"Smiling had been always natural for me. It was easy to conjure up on my face. Now it became one of the hardest things to do in my life, next to living.",1
1963,"I walk around the house and I see things of Debbie and I think of her. I think of the pain she went through, suffered for so long. All those procedures she went through. Between finding out she had cancer and the pain. Having chemotherapy for a long time.",1
1903,Can someone point me in the nearest meme direction? I dont have insta and now idk where to find them,0
2020,really wanting to end my life right about now.,1
189,Damn I'm the only one who didn't get JB tickets??,0
1462,"i think i'll be sad from today until three hundred and fifty-seven million, six hundred and thirty-two thousand, four hundred and seventy-seven years later....im not getting over this sadness",1
945,"Hello fellow gamers, I'm here to tell you why being a Nazi is .",0
1981,"I feel like I'm well-liked as well. I mean, I seriously doubt anyone would describe me as anything but kind.",1
2595,I don't know how I did it but I made the worst ceasar imaginable. And I'm the king at making ceasars...,1
1061,"Something I'm trying to do now - but not succeeding. Thinking of totally abandoning all my plans for Kindness Collective, Camerados, Friendly Bench etc and retreating back into my flat and never getting involved with anything again. pic.twitter.com/OeYiaUazeroWG",1
1696,You get because you know that you're not what you should be...,0
2757,".two/two No chance, they all contain . Why not use a flour? It would be so easy then most people can eat them. !",0
2047,And so she drinks to numb the pain away because it's easier this way. This way she has control.,0
306,"Depression.....SUCKS!!! I would NEVER wish this on anyone, it just.....sucks. Tired of it controlling my life, I really am??????????",1
1649,Look at those U like Okja looks at Mija - Be a Mija ; help sumone in need-remem feel just as we do.. love fear longing and pain,0
3117,I truly wonder what is wrong with me? I try my best to do what makes you happy yet it doesnt. Maybe Im not the one YOU want and it kills me to think that.... maybe youre in love with someone else and not me...,1
1568,Happy holidays and Merry Christmas. It's a rough time if you are . I know. It will be over soon.,0
1016,Bro it deadass suck when you try your best to make one person happy and end up letting everyone down disappointment,1
1133,Why do I always feel the need to document my attacks? So I look back and see how dumb and helpless I look? Just a bad one. Havent had them in a while. I need tips and tricks to shorten them.,1
795,Robert looks like a lesbian,0
1496,one hundred and thirty-five ????????? ?????????????????two?????? ????????????????????????????????????? ????????????????????????????????????????????????????????????????????????????? ?????????????????????two?????????????????????????????????????????????????????????????????????????????????,0
2471,Headed home from Dallas to bury my dog that we've had for fifteen years... ????????????????,1
786,Cream tea delicious,0
1101,"What an amazing statement, really clears things up. believeme tremendous maga russia",0
2602,Life is too short to hide your feelings. Don't be afraid to say what you feel.,0
2479,I'm on my fourteenth or fifteenth beer now. God I'm so alone please let me die. ???,1
1676,talked about suicidal ideation with a friend last night.she confessed to having a plan of jumping off a bridge.I had no idea.,1
1234,rules doesn't don't let it win ?????????????????,0
1521,I need to get to a place where I can separate my disconnects from reality. So far the drugs aren't helping much.,1
3075,Happy birthday to me no I'm not lucky I'm blessed yes,0
619,"When I watch sport at times Andy Murray/rugby, it would be best for me to go into a sound proof box. animated",0
1693,I love the nightmare before Christmas and Hercules so much,0
2990,As a child I was scared of monsters beneath the bed. Now that I'm older I realize the monster Is me.,1
1457,The day when I don't fuck up anymore is the day I will be successful....,1
728,i miss being thirteen because now im seventeen and,1
2875,I always complain about being bored and having no one to hangout with but as soon as someone asks I say no because Ive accepted the fact that I love my bed too much to leave it,1
1202,"Rejoice always, pray continually, givethanks in all circumstances; for this is Gods will for you in Christ Jesus. one Thess. five:sixteen-eighteen joy",0
2299,You know things are bad when your emotions slide because WordPress blocks one of your blog posts.,0
1584,I wish for my Powers be multiplied and the Insight that I had into their understanding be made clearer joy,0
1519,Is it weird that my and turns bad when it comes to ?,1
788,the look of on their face is killing me....,0
2585,"THIS IS TRYING TO ME DOWN...DEPRIVING ME OF MY PEACE AND MY SLEEP. THE MISCHIEVOUS ELF REPRESENTS THE REMINDER OF MY , THE DISCOMFO THE BOY IS EXPERIENCING REPRESENTS HOW MY PAIN IS CONSTANT AND SHARP...I DON'T EXIST TO ANYONE ON TWITTER OR ANYWHERE.???? pic.twitter.com/IrVVVMNkMO",1
2470,I've had eighteen beers today and I'm going to have more. It's gonna be a long day,1
2973,"It was all good I was enjoying Tv Until out of nowhere ""I used that Rtwo hundred to arrange the funeral"" appeared",0
1847,A few hours till two thousand and seventeen... If you told me i would still be here four years ago i would have never believed you.,1
458,Rt if you're a depression or Ed acc. Follow everyone who 's this! I will too! Ready? GO!,0
1127,"Everyone writing ""one more day"" and I'm on right up until Christmas Eve ?",0
1243,I feel so and a tad but I'm afraid to call a friend :(,1
2651,I am so that I am today,1
325,I guess it's because I'm not feeling well that I feel so low. Throat is starting to flare and I can't cope with it right now.,1
2234,I'm just going to say it. I'm a complete fucking mess here! Seriously wanting to just run and kiss a certain individual. She knows who she is. I can't tag her in it tho. She is still my better half.,1
1466,thankfully music saves me everything,0
2662,Super excited and Counting down the hours until I see tomorrow night!!! awesomeness,0
2367,No Michelle Obama USA is NOT entering a time of . Actually now that barrack is leaving we have GREAT for our future!,0
893,Binge/purge: once. Eat/purge: once. Only two thirty. Fuck this. I'm going to bed.,0
2061,i have no classes with my neighbuour or my budster and we dont even have LUNCH ??,0
2491,"Spread hope, peace, love and joy NOW! TuesdayThoughts",0
2920,one hundred and nineteen ????????????? ??????????????????? ???..............?????????????? ????????????????????????????????????????????????? ??????????????????????????????? ??????????????????????????????????????????? ???????????????? pic.twitter.com/DwBKQdElfiveJ,0
253,"If there's one thing I hate, its being ignored. And everybody seems to be doing just that. Ugh.",1
2055,"Have you ever felt so and , that you had horrible thoughts?Who do you turn to when you have no one? No one you can trust",1
2610,Having a day where I hate myself for not perusing art stuff harder and being too sad to do anything about that.,1
2678,When and snap chats get you through the day w/ their words of inspiration blessed,0
2337,Happy Winning Wednesday!! Each day is a day of new possibilities. Keep pushing and keep your head up. live love laugh reachforthestars,0
1820,"Very apt as I'm currently sat in the pharmacy, waiting for my latest batch of drugs!",1
54,I've come to the realization that my phone isn't going to make it through the day.,1
201,All my photos from July disappeared. I could cry. Santa what have you done............,0
191,"Here it is, one:twentyam, and I'm wide awake. I thought was supposed to know my ass out? Instead my mind is racing.",1
438,I shouldnt let it bother me but it does. I hate nights like this when my thoughts wont leave me in peace.,1
445,"This day ended poorly. i ended up calling Sally a ""royal pain in the ass"" which I don't seem to think is very bad. Whatever tho",1
2181,It's a when your neighbor loses his job; it's a when you lose yours.,0
49,Good nite.,0
657,Bruno Mars' twenty-fourK but instead of it's,0
2203,One of the saddest day of this year for me ?? ( hope to get out of it soon) ??,1
1372,"you all depression ever made you stay home and cancel plans for weeks, but then feel like you're going crazy cuz you're home all the time?",1
1451,I lost in a maze. How to escape?,1
2314,Winter and holidays can be challenging seasons for older adults--especially for those living alone. Come to EPL September five at six:zero PM to learn ways to deal with . Our special guest will be Cris Hughes from AARP. pic.twitter.com/rhzeroSfourFhImnine,0
1504,Missing you this Christmas pic.twitter.com/QfzTBKqHpz,1
1042,"happy birthday baby, i wish you happiness in liiiiife",0
2693,The only bad thing about reading: finishing a great book/series and getting sad that the story is over.,0
2631,Just the thought of going back to school brings tears to me eyes,0
2013,Having fun today at Mad museum Stratford upon Avon,0
2871,"Having a double mastectomy, very painful. Having radiation, never being over the pain. Taking pain killers, a lot of pain. And being diagnosed with Stage-four cancer a year later, November twenty-onest, two thousand and seventeen to November twenty-onest, two thousand and eighteen. And she died two months later, Jan twenty-onest, two thousand and nineteen.",1
429,"How do you put your heart and souls into something for five+ years, and get treated like you don't exist there?",1
825,"THE BASICS! Long ladders, nets, air mattresses which could have saved more lives were missing from the fire brigades. This is what we talk abt whn we say that WE NEED basic amenities rather than splurging money on building statues!",0
1721,EdGy DepReSsEd TeEnAgEr blacked out my pfp pic.twitter.com/bsqBWkKqZP,0
2351,"I hate this feeling, but I brought it on myself I hope that those I have hurt won't give up on me ??",1
721,"I almost rear-ended someone stupidly bad earlier because my brain, and body are so exhausted, mentally and physically. My anxiety has been so bad today. Its been a struggle..",1
2608,LogRhythm: LogRhythm helped First_Financial bank unify threat data and streamline responses. Learn how in this case study:,0
2592,Yesterday I lost five hundred days worth of streaks with five different people,0
1443,I could really go for a giant glass a milk and I have none.,1
1084,Ive no one to talk to at this hour.,1
1167,"Gazing in wonder at what may be, my last wine club shipment.",0
1313,Nobody chooses to be . But we do have the power to choose how we deal with it. We can give in and let the black dog hound us. Or we can choose to fight the inner b*tch that keeps us prisoner. Start by choosing to ignore her voice and choose thoughts instead. pic.twitter.com/qQNAgbgConeI,0
979,Im four anything thatll help but gun laws/background checks arent enough. We have a problem n this country. Until we alleviate the unnecessary suffering n this country we will continue two experience the consequences. Hurt ppl hurt ppl. Love and support prevents and HEALS,0
2586,I just wanna stay up all night play FFXV and not go to work tomorrow..,0
1773,Doing absolutely fuck all tonight :(,1
435,Determined to cut the string but have no scissors or knife and I'm too weak to break it. pic.twitter.com/bPkMtyrlthreet,1
0,Today in Selfcare: beauty ; laughs Kung Fu Panda three Wellness joy laughter selfcare therapist philadelphia,0
1966,one hundred and two ??????????????????? ???????????? ???????????????w?????????w ?????????????????????????????????????????????????????two??????????????? ????????????????????????????????????????????? ??????????????????????????????????????????????????????????????????????????? ???????????????????????????????w???????????????w pic.twitter.com/threetHtwogxoneUMc,0
1086,"Do what makes you happy, be with who makes you smile, laugh as much as you breathe, and love as long as you live! ffourf",0
1355,"I have , but feel .",1
2894,Big Dog doesn't understand me.,0
1503,",, The solar eclipse was really cool.. inspiring!",0
3191,At least not turning up is not the most outrageous thing at FoneLive Kaiserchiefs,0
3140,"Sucks that the only place I can go to if I cant handle , is the one I dont feel safe in. And the only person I can _try_ to ask help if I need it, is the one I dont trust.",1
1338,Do you ever wanna cry in a corner hoping the day goes by faster?... no? Just me? ???????????? OK,1
1558,"It's sucks when you don't know what is wrong, but you know something is wrong. .",1
2989,MOTIVATION TIP - Great salespeople know how to increase business by eliminating consumer complaints concerns fears and pet peeves !!,0
2556,My head is been hurting so much and I lost my appetite,1
1557,The only causal factor in that ties everyone together is an overwhelming feeling of . A kind word can save a life!,0
1691,eleven more til I can stop feeling I hate,0
1283,"Annoyed, sad, disappointed. Can anything go right lately.?",1
567,No surprised so many with and struggle so much when the only help you get is take drugs and if they don't work take more,1
2312,Sometimes the most difficult thing for a person is facing themselves.,1
2620,how many days of being unable leave bed and do the things you usually enjoy before alarm bells ring?,1
1669,Eclipetwo thousand and seventeen An eclipse carries a large jolt of energy. This one cut a wide swath across the United States. Change excitement transition,0
536,Little things that affect you massively.,1
1782,Dems after Kerry's speech????????? pic.twitter.com/FpduyGjAsevenM,0
1044,So dat i cn hv mah best lyf ever had n my hand and i dn't wnt two see myself a man n future. So i wish me having... Cntd..,1
667,No job. No car. No money. No worth. .... ..... ....... Thats kinda where I am right now.,1
789,Edge of my seat loved it dragonsontheWall,0
726,Depression and man flu good end to the year,1
1276,It's my twenty-onest today. And about three% people actually give a damn.,1
1597,"Ever reach a point in your life when you realize you'll be broke in a couple years, and you just feel like IF MY BIG BREAK IS COMING, PLEASE LET IT BE NOW?",1
936,When you wished you never woke,1
1329,Can't sleep..got so much on my mind,1
1010,"When you have gone through many betrayal and disappointments in your life, you realise that it's better to keep people a few feet away from you.",1
2605,That was the most beautiful thing I have ever seen. Eclipsetwo thousand and seventeen Eclipse SolarEclipse tears,0
184,"Well, goodbye gents, my life is over...",1
477,"is a garment of heaviness, another evil device of the devil, watch it!",0
488,So it's New Year's Eve and I have no plans for New Year's Eve,0
3121,I cant afford to hate people. I dont have that kind of time. BobRoss TuesdayMotivation sober xa,0
2680,listening to Ae Dil Hai Mushkil Title Track,0
2831,Wake me up in March.,1
2254,Applied to five universities already. Now I need my Fasfa and scholarship letters,1
984,I really don't know what I'm going to do about Christmas.,0
1260,"Hope two thousand and sixteen is a better year for me, two thousand and fifteen wasn't good. Hope things can go right in my life.",1
2890,"And if the Black Dog comes for me again this new year, perhaps this time I will have a brighter lantern to face the night.",1
1974,I don't think anyone fully comprehends how my back pain affects me emotionally.,1
493,My mom said she was going to take me to the hospital so I started freaking out. Threw up on the living room floor. Not much the hospital can do for me so whats the point of going?,1
1580,Lol nah u subscrib four Rsixty/pm. N pay Rthree each day thus anada Rninety/pm. Lol stream n use de app using ur data. smiles,0
1738,I'm stuck in a situation ! Wanna get rid of this but ways are closed ! Trapped !,0
2606,"I lost a bet to my nephew, Lucas! This is what I'm wearing for the rest of the day. pic.twitter.com/YoneHzerosthreelTmO",0
215,Really??? I've had to hang up!,0
672,I'm the same way the Jews were depressed right before they LEFT !!!,1
596,"I know I sound like , hot mess. But I just don't know I am related to such mean .",1
1949,I didn't give credit for bringing me chocolate milk so here it is grateful,0
1264,Happy birthday to me blessed,0
655,Holiday and is common. Design your own holiday celebration.,0
731,"Nobody understands, I don't even understand most of the time.....",1
1918,if I could I would feel nothing that's the truth and I don't care. the world is cold and life's not fair.,1
1053,Feeling like a worthless piece of trash ????,1
2749,Unrealistic expectations attract disappointment. And that's what you were disappointment sad,1
1923,Missing San Francisco bit my sister is helping a bit to make me forget about it.,0
1518,"There's no better way to relax than putting on a face mask, having a bath while drinking tea and listening to John Mayer bliss",0
1107,"If Danny thinks I'm depressed because I ate three hundred and seventy-five calories of maple syrup, then he's probably right girl coming through",1
2755,so alone so tired so bored so ugly so depressed so so so so so so,1
403,Him:it was a mistake dating u Me:I'm sorry I'm not good enough Him:throws rocks at me Me:takes the pain,0
135,I accidentally Fucked up my hair ??????,0
479,My sister is having an emotional breakdown about aging and death. Something she didn't take me seriously about a few months ago,1
884,Working on the day before new eve's day... Oh how I miss my childhood and those long christmas/new years breaks...,1
2074,Feels like no one wants to talk to me,1
2120,This last year has been the most mentally/emotionally draining and exhausting year ever. Im just not the same person I used to be since he left me??,1
2300,And just saw your LinkedIn comment after I sent this! Thanks for the message,0
2476,I'm falling apart and no one cares pic.twitter.com/twoAPJusixtKVzero,1
122,"If I DM you , Will you reply me...?",0
431,"Honestly considering grabbing a cider, putting on Forest Gump and having a good ugly cry.",0
1291,I appreciate the eight day paid vacation from my job but...i still don't want to return. I feel like quitting but I can't.,0
883,Is it bad I'm thinking bout saying fucc work and Gettin Drunk aGain,1
1325,a neend in need is a neend indeed,0
2518,"actually - EACH. AND. EVERY. GODDAMN. SONG. on the album is the strongest, sadest, and most beautiful song ever. <three",0
44,"Just Paracetamol is Anti-pyritique, cant anawer correctly due to too much nerve. What a shame!!!",0
832,Life can be so lonely sometimes.,1
834,Well i guess no clockwork for me ????,1
1492,Have to be skinnier. Have to be prettier. Have to be smarter. Have to be anything But myself.,1
442,I'm feeling a little down.. Time for bed.,1
1976,Never looking for pity. Just looking for company and consolation.,1
1456,So much for Xmas eve pic.twitter.com/zerohIsigongM,0
327,Tripped hard today! This is promising!,1
1619,My night was amazing and awesome than it turned to shit really quickly,1
1602,Walked outside and saw this nigga catchin the fade pic.twitter.com/DiqoKVzeroEix,0
1379,Would be ever so grateful if you could record Garden of Forgiveness gentleman amazing,0
3047,Medication doesn't teach people how to feel better or do better; this is something they have to learn for themselves.,0
2298,Thanks for the shoutout! Will we see your team at MortonPark on Thursday? Smiles ; laughter guaranteed!,0
2562,Im not really sad... I just feel empty...,1
2865,"If u feel lonely, afraid, desperate, empty inside, SUICIDAL..u r not alone. I've been there...and not that long ago.",0
2824,"Possible two thousand and sixteen treatment breakthrough for and suicidal thinking using ketamine and similar drugs? (Rajkumar R, Pharmacol Res, two thousand and fifteen)",0
546,"tbh, I'm NOT that Excited to celebrate Christmas because of my disappointments -__-",1
654,I could prolly ball my eyes out right now...,1
2173,"Why the fuck am I hanging on this long, why don't I just kill myself? Oh yeah because I still have false hope.",1
3060,The official pi jam kit has arrived! RaspberryPi excitement,0
2863,stage of my when everything loosing meaning but i dont think i am,1
755,Always look on the bright side of life motivation,0
2780,I didn't. We all went out and got pissed down the local instead.,0
1159,Wounds and scars look beautiful on my body ...,1
2260,I really feel lk crying right now,1
